0,1,0,0,-1,1,0,0,-1,0,0,0,0,0,1,1,1,1,1,0,2,2,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,-1,1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-2,-1,-1,-1,-1,-2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,1,-1,1,-1,false
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,1,-1,1,-1,true
0,0,1,1,-1,0,0,0,0,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,2,0,0,2,1,1,1,1,1,1,1,1,2,0,2,0,0,2,2,0,0,2,2,0,0,2,1,1,1,1,1,1,1,1,2,0,2,0,0,2,2,0,0,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,-2,-2,0,0,-2,-2,0,0,-2,0,0,0,0,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,-2,-2,0,0,-2,0,2,2,0,0,-2,false
0,-1,0,0,-1,1,0,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-2,0,0,-2,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,0,0,-1,1,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,-2,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,-1,0,0,1,-1,1,-1,false
0,1,-1,0,0,1,-1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,2,0,0,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-2,-2,0,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0,0,0,1,-1,0,0,0,0,0,0,0,1,-1,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,0,0,1,-1,-1,1,1,-1,0,0,0,0,1,-1,-1,1,1,-1,0,0,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,0,2,2,0,0,-2,true
0,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-2,0,-2,-2,0,0,-2,-2,0,-2,0,0,-2,0,-2,0,-2,-2,0,0,-2,-2,0,0,-2,2,0,0,2,2,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,0,-2,-2,0,-2,0,0,-2,0,-2,0,-2,-2,0,0,-2,-2,0,0,-2,0,2,0,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,-2,0,0,-2,0,-2,0,-2,-2,0,0,-2,-2,0,0,-2,0,-2,0,-2,0,-2,-2,0,0,-2,-2,0,0,-2,2,0,2,0,0,2,2,0,0,2,2,0,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,-2,-2,0,0,-2,0,2,2,0,0,-2,?
0,-1,1,0,-1,1,-1,0,1,1,0,-1,0,0,1,0,-2,-1,-1,-2,0,0,-2,-2,0,-1,-1,0,-2,0,-2,-1,-1,-2,0,-1,-1,-1,-1,0,-2,1,1,0,2,2,0,0,2,1,1,2,0,2,0,1,1,0,2,1,1,1,1,2,0,-1,1,1,-1,-1,1,0,0,1,-1,1,-1,0,0,-1,1,0,0,0,0,1,-1,0,-2,-2,0,-1,-1,0,-2,0,-2,-1,-1,-2,0,-1,-1,-1,-1,0,-2,0,2,1,1,2,0,2,0,1,1,0,2,1,1,1,1,2,0,-1,-1,0,-2,0,-2,-1,-1,-2,0,-1,-1,-1,-1,0,-2,1,-1,1,-1,0,0,-1,1,0,0,0,0,1,-1,2,0,1,1,0,2,1,1,1,1,2,0,1,1,0,2,1,1,1,1,2,0,-1,1,0,0,0,0,1,-1,-1,-1,-1,-1,0,-2,0,0,1,-1,1,-1,false
0,-1,1,1,0,1,-1,-1,0,1,1,0,1,0,0,0,-2,0,-2,-1,-1,0,-2,-2,0,-2,0,-1,-1,0,-2,0,-2,-1,-1,0,-2,-1,-1,-1,-1,2,0,1,1,2,0,0,2,0,2,1,1,2,0,2,0,1,1,2,0,1,1,1,1,1,1,2,0,0,2,0,2,1,1,2,0,2,0,1,1,2,0,1,1,1,1,1,-1,-1,1,-1,1,0,0,1,-1,1,-1,0,0,1,-1,0,0,0,0,0,2,0,2,1,1,2,0,2,0,1,1,2,0,1,1,1,1,-2,0,-1,-1,0,-2,0,-2,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,0,-2,0,-2,-1,-1,0,-2,-1,-1,-1,-1,1,-1,1,-1,0,0,1,-1,0,0,0,0,2,0,1,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,-1,0,0,0,0,1,1,1,1,0,0,false
