0,1,0,1,1,1,2,0,1,-1,false
0,1,-2,0,-1,3,1,1,-2,-2,true
0,1,-1,0,0,2,1,1,-1,-1,true
0,-1,-2,2,-3,1,1,-3,0,-4,false
0,-1,-2,-1,-3,1,-2,0,-3,-1,false
0,1,2,0,3,-1,1,1,2,2,true
0,0,-2,1,-2,2,1,-1,-1,-3,false
0,2,-2,1,0,4,3,1,-1,-3,false
0,2,-2,-1,0,4,1,3,-3,-1,false
0,0,0,0,0,0,0,0,0,0,?
0,0,-2,-1,-2,2,-1,1,-3,-1,false
0,1,-2,-1,-1,3,0,2,-3,-1,false
0,1,0,0,1,1,1,1,0,0,true
0,2,1,2,3,1,4,0,3,-1,false
0,2,-1,1,1,3,3,1,0,-2,false
0,2,2,1,4,0,3,1,3,1,?
0,1,1,0,2,0,1,1,1,1,true
0,2,1,1,3,1,3,1,2,0,?
0,2,-1,-2,1,3,0,4,-3,1,false
0,2,0,-1,2,2,1,3,-1,1,false
0,2,1,-2,3,1,0,4,-1,3,false
0,2,0,1,2,2,3,1,1,-1,false
0,5,1,2,6,4,7,3,3,-1,false
0,1,1,1,2,0,2,0,2,0,?
0,5,4,5,9,1,10,0,9,-1,false
0,1,0,-1,1,1,0,2,-1,1,false
0,5,2,1,7,3,6,4,3,1,false
0,3,2,1,5,1,4,2,3,1,false
