0,2,5,-1,0,-1,-4,-2,1,1,1,-2,8,-4,-2,-7,-1,false
0,-4,5,2,2,-2,-1,-4,0,-6,2,1,2,-2,3,-4,-1,true
0,0,3,-2,-4,-2,0,-7,2,-6,-6,-3,10,-3,-2,-7,-3,false
0,-3,5,1,-1,-3,-10,-5,-4,1,-5,-5,6,1,0,-4,-2,true
0,-2,5,-4,-2,2,-1,-8,-1,-3,4,2,7,4,4,3,-3,false
0,-4,4,-3,-1,-1,-9,-1,-2,1,1,0,5,-3,4,-8,-5,false
0,0,1,0,-3,1,-5,-1,2,-5,-5,-4,8,3,2,-7,-2,true
0,-5,3,-5,-2,0,2,-6,-4,-3,-6,0,10,4,5,-8,-1,true
0,2,2,-4,0,0,2,-3,3,-8,4,1,9,-5,2,-4,-3,true
0,1,0,-4,2,2,-1,-1,4,-3,1,-1,9,4,-2,-10,-4,false
0,-3,5,-4,-4,-4,0,-2,0,-7,-5,0,5,3,2,-8,-2,false
0,-2,4,2,0,1,-3,-8,2,-5,4,-3,0,-4,-1,-6,-4,true
0,-5,1,-1,2,-3,-5,-3,-2,-7,0,1,5,-4,1,-5,-2,true
0,-5,4,-5,2,-2,2,-9,-2,-2,-1,0,1,-1,4,-6,0,true
0,-2,3,2,0,2,-5,-5,4,-7,-2,0,6,-1,-1,3,-2,false
0,-4,4,-4,-2,0,2,-9,1,-3,-1,-2,8,-5,2,2,-1,false
0,-1,3,1,2,2,-10,-2,4,-7,1,0,8,5,-2,-10,0,true
0,2,4,-3,0,1,-4,0,-2,-8,-3,-5,9,1,-1,3,-4,true
0,-2,1,0,-3,-3,-5,-9,-1,-8,-2,-5,2,-3,5,-10,-5,false
0,-2,2,1,0,-1,-10,-1,-1,0,-1,0,-1,-4,5,1,-3,false
