0,-3,0,-1,2,-4,-6,-5,1,-6,4,2,1,-3,2,3,0,true
0,-1,4,2,-5,-3,2,0,1,-6,2,1,-1,0,-2,-3,-5,?
0,1,2,-5,-5,2,0,-10,-1,1,3,1,9,3,2,-3,-1,?
0,-5,1,-1,-2,2,-4,0,2,-7,3,0,10,5,2,-10,-2,true
0,1,0,-1,-1,-4,0,-6,-2,-2,1,2,10,5,0,2,-2,false
0,-5,4,1,-1,-3,-1,-2,3,-1,-5,-3,1,-2,-2,3,-3,true
0,1,0,2,-1,2,-1,-9,1,-1,-2,-3,9,0,3,-6,-5,false
0,-3,4,-1,-1,2,-6,0,3,-8,-6,-5,5,-5,3,4,-2,?
0,-4,2,1,-3,-3,2,-9,-1,-6,2,1,4,-1,5,-9,-1,false
0,-3,1,-2,-4,-1,-4,-8,-1,1,-3,-2,1,-1,3,-2,-1,true
0,-2,4,-2,-5,-4,-6,-8,1,0,-3,-4,1,-2,5,-10,-4,?
0,1,3,-1,1,0,2,-3,1,-8,3,1,0,-5,-2,-2,-2,true
0,-2,1,0,-4,-4,2,-5,-4,-6,-6,2,-2,-2,2,-3,-3,false
0,-3,4,2,-1,-1,2,-1,2,1,4,0,4,2,4,-6,-1,false
0,-2,1,0,0,1,-10,-8,-3,1,4,2,5,4,3,-6,-3,false
0,-2,3,-5,1,2,2,-6,4,-5,2,-5,2,-5,2,-10,-1,true
0,-5,3,0,-2,2,-7,-1,-4,0,4,2,-1,-4,-1,-1,-1,true
0,-4,2,1,-5,-2,2,-10,-4,0,1,-4,6,-4,2,-8,-2,false
0,-1,2,1,-2,-3,-7,-5,0,-5,-6,-5,-2,0,4,-4,0,false
0,1,0,-3,1,-1,2,-5,-1,-5,-5,-1,1,-1,1,-1,-4,true
