0,-2,0,-2,2,-1,0,-9,-3,-4,-3,2,2,-2,3,3,0,true
0,-4,1,1,-4,-3,-8,0,-4,-6,-3,0,8,1,-2,-6,-2,true
0,-5,4,1,1,0,0,-7,-4,1,2,2,8,2,5,3,-3,true
0,-4,5,-5,1,-1,0,-3,4,-4,2,2,9,-5,-2,1,-4,false
0,-2,3,-1,2,-4,-6,-1,1,-6,-5,-4,4,5,2,-4,-5,true
0,1,0,2,-3,2,-9,-3,3,0,-4,-3,-1,2,5,-4,-2,false
0,1,2,-5,-4,-1,1,-10,3,1,4,0,6,-4,-2,0,-1,false
0,1,2,-4,-2,-4,-7,-5,-2,0,4,-4,1,-2,5,-4,-5,true
0,1,4,-5,-1,-4,1,-4,3,-5,3,-1,8,3,3,-1,-4,false
0,-3,4,0,-5,-3,-9,-1,-1,-5,-1,1,9,4,3,-8,-2,false
0,1,4,-5,2,-4,-6,0,-3,0,4,1,6,-3,-2,-1,-3,true
0,1,5,-1,1,-2,-6,-4,-3,-7,2,2,5,5,3,-7,-3,false
0,-1,3,-5,2,0,-7,-10,1,-7,1,-4,-2,5,3,3,-1,true
0,-3,3,0,2,2,-2,-7,-3,-3,3,2,8,4,-2,4,-1,true
0,-3,3,2,-3,1,-9,-6,2,-2,-5,-2,8,1,-2,-2,-4,true
0,1,4,-2,0,0,2,-2,2,1,1,-1,10,5,4,3,-3,true
0,-1,0,-1,1,1,-2,-2,1,-3,-6,-4,3,4,1,-3,-5,false
0,1,5,0,-5,2,-3,0,4,-7,-3,-3,4,4,1,-5,0,false
0,-2,0,-1,-3,1,-10,-5,-1,-1,3,0,2,5,-2,-4,-1,false
0,-4,2,1,0,-2,-6,-9,1,-2,-2,-2,4,-2,3,1,-5,false
0,-2,2,-3,-1,-2,2,-5,-2,-6,-5,-5,-2,4,3,-9,0,true
0,-1,5,-5,-2,2,-7,-4,-4,1,3,2,5,5,2,-7,-5,false
0,-3,3,-5,1,-2,-8,-8,-2,-7,1,0,9,-4,1,2,0,false
0,-5,2,-3,-4,0,0,-5,0,0,-6,-1,-2,5,3,-9,-4,false
0,-5,5,2,0,1,-9,0,-4,-1,-2,1,1,-5,3,-6,-3,true
0,1,1,2,2,-3,-10,-9,3,-5,1,-2,10,5,0,-1,0,true
0,2,4,-4,-1,1,-2,-8,-4,-6,-5,-4,1,4,-2,0,-4,true
0,-5,3,-4,-5,-2,-9,-7,3,-3,-3,-1,6,-3,0,2,-3,true
0,0,1,-1,-3,1,-7,-5,0,-7,-5,-3,7,-1,1,4,0,true
0,0,5,-1,1,2,-3,-9,-1,-1,-3,2,10,-2,1,-2,-2,true
0,-1,0,1,-5,-4,0,-5,3,-3,2,1,0,1,0,-10,-1,true
0,-2,0,-1,0,-2,-5,-10,-3,-3,-3,1,0,-4,5,-1,-1,false
0,-5,4,-3,-5,0,-10,-5,4,-1,-5,-2,10,-2,-1,-3,-5,false
0,2,4,2,-2,0,2,-6,3,-1,-2,1,7,-1,5,1,-1,false
0,-1,2,0,2,-1,-6,-7,-4,-1,4,2,4,-1,5,-10,-1,true
0,2,3,1,-3,1,-5,-2,-4,-7,-3,1,1,4,1,-8,-3,false
0,2,4,2,1,-1,2,-3,-3,-7,-5,2,1,-5,-1,-6,-5,true
0,2,3,0,-1,-3,-9,-1,-4,-2,-3,0,6,2,1,1,0,false
0,0,5,0,-4,0,-1,-2,-1,-5,-4,-4,0,1,-2,2,-3,false
0,2,2,-2,-1,1,-4,-8,4,-5,-3,-5,3,-1,-1,-2,-2,true
